Target URL,Grafana Version,CVE ID,Severity,Description,Message,Test URL,Timestamp
https://portal.afterpay.com,,CVE-2024-8118,CRITICAL,OAuth Authentication Bypass,OAuth endpoint accessible: /api/login/oauth2 (HTTP 302). Potential auth bypass vector.,https://portal.afterpay.com/api/login/oauth2,2026-05-18T22:17:36.469789
https://portal.afterpay.com,,CVE-2025-4123,CRITICAL,Path Traversal & Open Redirect,Open redirect via login redirect parameter,https://portal.afterpay.com//api/snapshots,2026-05-18T22:17:36.469789
https://portal.afterpay.com,,CVE-2021-39226,MEDIUM,Snapshot Enumeration,"Snapshot enumeration confirmed - 50/50 test IDs accessible. Sample accessible IDs: [1, 2, 3, 4, 5]",https://portal.afterpay.com/api/snapshots/50,2026-05-18T22:17:36.469789
https://portal.afterpay.com,,CVE-2021-27358,MEDIUM,Unauthenticated POST to snapshots - DoS vector,Unauthenticated POST to snapshots - DoS vector,https://portal.afterpay.com/api/snapshots,2026-05-18T22:17:36.469789
https://afterpay.com,,CVE-2025-4123,CRITICAL,Path Traversal & Open Redirect,Open redirect to external domain: www.afterpay.com | Open redirect to external domain: www.afterpay.com | Open redirect via login redirect parameter,https://afterpay.com//api/snapshots,2026-05-18T22:19:33.655148
https://afterpay.com,,CVE-2024-8118,CRITICAL,OAuth Authentication Bypass,OAuth endpoint accessible: /api/login/oauth2 (HTTP 301). Potential auth bypass vector.,https://afterpay.com/api/login/oauth2,2026-05-18T22:19:33.655148
https://afterpay.com,,CVE-2021-27358,MEDIUM,Unauthenticated POST to snapshots - DoS vector,Unauthenticated POST to snapshots - DoS vector,https://afterpay.com/api/snapshots,2026-05-18T22:19:33.655148
https://mobileapi.afterpay.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T22:21:48.140746
https://portalapi.us.afterpay.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T22:21:50.568055
https://developers.afterpay.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T22:21:53.347747
https://clearpay.co.uk,,CVE-2025-4123,CRITICAL,Path Traversal & Open Redirect,Open redirect to external domain: www.clearpay.co.uk | Open redirect to external domain: www.clearpay.co.uk | Open redirect via login redirect parameter,https://clearpay.co.uk//api/snapshots,2026-05-18T22:23:00.054572
https://clearpay.co.uk,,CVE-2024-8118,CRITICAL,OAuth Authentication Bypass,OAuth endpoint accessible: /api/login/oauth2 (HTTP 301). Potential auth bypass vector.,https://clearpay.co.uk/api/login/oauth2,2026-05-18T22:23:00.054572
https://clearpay.co.uk,,CVE-2021-27358,MEDIUM,Unauthenticated POST to snapshots - DoS vector,Unauthenticated POST to snapshots - DoS vector,https://clearpay.co.uk/api/snapshots,2026-05-18T22:23:00.054572
https://clearpay.com,,CVE-2025-4123,CRITICAL,Path Traversal & Open Redirect,Open redirect to external domain: www.clearpay.com | Open redirect to external domain: www.clearpay.com | Open redirect via login redirect parameter,https://clearpay.com//api/snapshots,2026-05-18T22:24:06.325389
https://clearpay.com,,CVE-2024-8118,CRITICAL,OAuth Authentication Bypass,OAuth endpoint accessible: /api/login/oauth2 (HTTP 301). Potential auth bypass vector.,https://clearpay.com/api/login/oauth2,2026-05-18T22:24:06.325389
https://clearpay.com,,CVE-2021-27358,MEDIUM,Unauthenticated POST to snapshots - DoS vector,Unauthenticated POST to snapshots - DoS vector,https://clearpay.com/api/snapshots,2026-05-18T22:24:06.325389
https://portal.clearpay.com,,CVE-2025-4123,CRITICAL,Path Traversal & Open Redirect,Open redirect via login redirect parameter,https://portal.clearpay.com//api/snapshots,2026-05-18T22:25:21.242512
https://portal.clearpay.com,,CVE-2024-8118,CRITICAL,OAuth Authentication Bypass,OAuth endpoint accessible: /api/login/oauth2 (HTTP 302). Potential auth bypass vector.,https://portal.clearpay.com/api/login/oauth2,2026-05-18T22:25:21.242512
https://portal.clearpay.com,,CVE-2021-39226,MEDIUM,Snapshot Enumeration,"Snapshot enumeration confirmed - 50/50 test IDs accessible. Sample accessible IDs: [1, 2, 3, 4, 5]",https://portal.clearpay.com/api/snapshots/50,2026-05-18T22:25:21.242512
https://portal.clearpay.com,,CVE-2021-27358,MEDIUM,Unauthenticated POST to snapshots - DoS vector,Unauthenticated POST to snapshots - DoS vector,https://portal.clearpay.com/api/snapshots,2026-05-18T22:25:21.242512
https://portal.clearpay.co.uk,,CVE-2024-8118,CRITICAL,OAuth Authentication Bypass,OAuth endpoint accessible: /api/login/oauth2 (HTTP 302). Potential auth bypass vector.,https://portal.clearpay.co.uk/api/login/oauth2,2026-05-18T22:26:35.799437
https://portal.clearpay.co.uk,,CVE-2025-4123,CRITICAL,Path Traversal & Open Redirect,Open redirect via login redirect parameter,https://portal.clearpay.co.uk//api/snapshots,2026-05-18T22:26:35.799437
https://portal.clearpay.co.uk,,CVE-2021-39226,MEDIUM,Snapshot Enumeration,"Snapshot enumeration confirmed - 50/50 test IDs accessible. Sample accessible IDs: [1, 2, 3, 4, 5]",https://portal.clearpay.co.uk/api/snapshots/50,2026-05-18T22:26:35.799437
https://portal.clearpay.co.uk,,CVE-2021-27358,MEDIUM,Unauthenticated POST to snapshots - DoS vector,Unauthenticated POST to snapshots - DoS vector,https://portal.clearpay.co.uk/api/snapshots,2026-05-18T22:26:35.799437
https://mobileapi.clearpay.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T22:27:51.516949
https://portalapi.eu.clearpay.co.uk,,N/A,N/A,No vulnerabilities found,,,2026-05-18T22:27:52.580314
https://api.clearpay.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T22:27:54.739897
https://marketplace.atlassian.com,,CVE-2025-4123,CRITICAL,Path Traversal & Open Redirect,Open redirect via login redirect parameter,https://marketplace.atlassian.com//api/snapshots,2026-05-18T22:27:56.709647
https://aiven.io,,N/A,N/A,No vulnerabilities found,,,2026-05-18T22:29:57.108017
https://regatta.aiven.io,2024.11.0,N/A,N/A,No vulnerabilities found,,,2026-05-18T22:31:48.334339
https://console.aiven.io,2024.11.0,N/A,N/A,No vulnerabilities found,,,2026-05-18T22:33:02.720021
https://api.aiven.io,,N/A,N/A,No vulnerabilities found,,,2026-05-18T22:34:11.910058
https://falcon-bug-bounty-flag-pgsql-dev-sandbox.aivencloud.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T22:35:20.083171
https://beta.arlo.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T22:35:43.225167
https://mcs.arlo.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T22:36:47.801057
https://my.arlo.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T22:36:50.634135
https://myapi.arlo.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T22:38:27.279741
https://www.arlo.com,,CVE-2025-4123,CRITICAL,Path Traversal & Open Redirect,Open redirect via login redirect parameter,https://www.arlo.com//api/snapshots,2026-05-18T22:39:29.483354
https://updates.arlo.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T22:39:55.695071
https://partnerapi.arlo.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T22:40:00.146504
https://app.asana.com,,CVE-2025-4123,CRITICAL,Path Traversal & Open Redirect,Open redirect via login redirect parameter,https://app.asana.com//api/snapshots,2026-05-18T22:40:03.142271
https://app.asana.com,,CVE-2021-39226,MEDIUM,Snapshot Enumeration,"Snapshot enumeration confirmed - 50/50 test IDs accessible. Sample accessible IDs: [1, 2, 3, 4, 5]",https://app.asana.com/dashboard/snapshot/50,2026-05-18T22:40:03.142271
https://asana.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T22:41:12.310604
https://form.asana.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T22:44:35.393410
https://admin.atlassian.com,,CVE-2021-39226,MEDIUM,Snapshot Enumeration,"Snapshot enumeration confirmed - 50/50 test IDs accessible. Sample accessible IDs: [1, 2, 3, 4, 5]",https://admin.atlassian.com/api/snapshots/50,2026-05-18T22:46:32.993943
https://id.atlassian.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T22:47:37.690247
https://start.atlassian.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T22:49:41.587940
https://bitbucket.org,,N/A,N/A,No vulnerabilities found,,,2026-05-18T22:52:39.835422
https://www.atlassian.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T22:55:09.940022
https://support.atlassian.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T22:57:23.236439
https://mcp.atlassian.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:00:23.540490
https://www.loom.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:00:26.399836
https://chromewebstore.google.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:03:18.534206
https://confluence.atlassian.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:04:38.869552
https://www.sourcetreeapp.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:06:59.714957
https://trello.com,,CVE-2025-4123,CRITICAL,Path Traversal & Open Redirect,Open redirect via login redirect parameter,https://trello.com//api/snapshots,2026-05-18T23:07:03.278598
https://app.aurory.io,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:08:25.540645
https://store.epicgames.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:10:01.915774
https://config.cic-bug-bounty.auth0app.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:10:03.952397
https://manage.cic-bug-bounty.auth0app.com,,CVE-2025-4123,CRITICAL,Path Traversal & Open Redirect,Open redirect via login redirect parameter,https://manage.cic-bug-bounty.auth0app.com//api/snapshots,2026-05-18T23:10:07.039066
https://marketplace.auth0.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:12:41.219560
https://dashboard.fga.dev,,CVE-2025-4123,CRITICAL,Path Traversal & Open Redirect,Open redirect via login redirect parameter,https://dashboard.fga.dev//api/snapshots,2026-05-18T23:14:27.543689
https://api.us1.fga.dev,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:16:01.011428
https://customers.us1.fga.dev,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:16:03.871081
https://play.fga.dev,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:16:06.556058
https://jwt.io,,CVE-2025-4123,CRITICAL,Path Traversal & Open Redirect,Open redirect to external domain: www.jwt.io | Open redirect to external domain: www.jwt.io | Open redirect via login redirect parameter,https://jwt.io//api/snapshots,2026-05-18T23:17:18.032413
https://auth0.net,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:19:50.637643
https://backblaze.com,,CVE-2025-4123,CRITICAL,Path Traversal & Open Redirect,Open redirect to external domain: www.backblaze.com | Open redirect to external domain: www.backblaze.com | Open redirect via login redirect parameter,https://backblaze.com//api/snapshots,2026-05-18T23:19:51.712540
https://www.barracuda.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:23:45.759595
https://api.coinmarketcap.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:26:24.446890
https://pro-api.coinmarketcap.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:26:27.144454
https://www.binance.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:26:29.784749
https://api.binance.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:28:15.150895
https://pro.coinmarketcap.com,,CVE-2021-39226,MEDIUM,Snapshot Enumeration,"Snapshot enumeration confirmed - 50/50 test IDs accessible. Sample accessible IDs: [1, 2, 3, 4, 5]",https://pro.coinmarketcap.com/api/snapshots/50,2026-05-18T23:29:41.233450
https://portal-api.coinmarketcap.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:30:13.092063
https://coinmarketcap.com,,CVE-2025-4123,CRITICAL,Path Traversal & Open Redirect,Open redirect via login redirect parameter,https://coinmarketcap.com//api/snapshots,2026-05-18T23:30:15.917783
https://3rdparty-apis.coinmarketcap.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:33:33.609065
https://www.binance.us,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:33:36.128885
https://binance.tr,,CVE-2025-4123,CRITICAL,Path Traversal & Open Redirect,Open redirect to external domain: www.binance.tr | Open redirect via login redirect parameter,https://binance.tr//api/snapshots,2026-05-18T23:36:29.909137
https://www.bitdefender.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:39:11.903282
https://app.bitgo.com,,CVE-2025-4123,CRITICAL,Path Traversal & Open Redirect,Open redirect via login redirect parameter,https://app.bitgo.com//api/snapshots,2026-05-18T23:44:28.790226
https://app.bitgo-test.com,,CVE-2025-4123,CRITICAL,Path Traversal & Open Redirect,Open redirect via login redirect parameter,https://app.bitgo-test.com//api/snapshots,2026-05-18T23:47:43.636943
https://bitgo.ae,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:50:51.997774
https://wbtc.network,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:52:43.956756
https://usdstandard.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:54:01.103053
https://web.bitpanda.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:56:06.468377
https://www.bitpanda.com,,CVE-2025-4123,CRITICAL,Path Traversal & Open Redirect,Open redirect via login redirect parameter,https://www.bitpanda.com//api/snapshots,2026-05-18T23:56:08.369967
https://api.bitpanda.com,,N/A,N/A,No vulnerabilities found,,,2026-05-18T23:59:05.881222
https://socket.bitpanda.com,,N/A,N/A,No vulnerabilities found,,,2026-05-19T00:00:07.588549
https://account.bitpanda.com,,N/A,N/A,No vulnerabilities found,,,2026-05-19T00:00:10.344562
https://blog.bitpanda.com,,N/A,N/A,No vulnerabilities found,,,2026-05-19T00:00:12.297131
https://bitso.com,,N/A,N/A,No vulnerabilities found,,,2026-05-19T00:01:28.845524
https://nvio.mx,,N/A,N/A,No vulnerabilities found,,,2026-05-19T00:04:17.707632
https://nvio.ar,,N/A,N/A,No vulnerabilities found,,,2026-05-19T00:08:57.343361
https://www.blockchain.com,,N/A,N/A,No vulnerabilities found,,,2026-05-19T00:13:27.094917
https://api.blockchain.info,,CVE-2025-4123,CRITICAL,Path Traversal & Open Redirect,Open redirect to external domain: blockchain.info | Open redirect to external domain: blockchain.info | Open redirect via login redirect parameter,https://api.blockchain.info//api/snapshots,2026-05-19T00:16:43.025740
https://ws.blockchain.info,,N/A,N/A,No vulnerabilities found,,,2026-05-19T00:20:25.688006
https://taxify.eu,2024.11.0,CVE-2025-4123,CRITICAL,Path Traversal & Open Redirect,Open redirect to external domain: bolt.eu | Open redirect to external domain: bolt.eu | Open redirect via login redirect parameter,https://taxify.eu//api/snapshots,2026-05-19T00:20:28.618642
https://taxify.eu,2024.11.0,CVE-2021-39226,MEDIUM,Snapshot Enumeration,"Snapshot enumeration confirmed - 50/50 test IDs accessible. Sample accessible IDs: [1, 2, 3, 4, 5]",https://taxify.eu/api/snapshots/50,2026-05-19T00:20:28.618642
https://bolt.eu,,CVE-2025-4123,CRITICAL,Path Traversal & Open Redirect,Open redirect via login redirect parameter,https://bolt.eu//api/snapshots,2026-05-19T00:21:31.938336
https://docs.bugcrowd.com,,N/A,N/A,No vulnerabilities found,,,2026-05-19T00:24:56.534166
https://bugcrowd.com,,N/A,N/A,No vulnerabilities found,,,2026-05-19T00:28:00.080195
https://tracker.bugcrowd.com,,CVE-2025-4123,CRITICAL,Path Traversal & Open Redirect,Open redirect via login redirect parameter,https://tracker.bugcrowd.com//api/snapshots,2026-05-19T00:34:35.364649
https://api.bugcrowd.com,,N/A,N/A,No vulnerabilities found,,,2026-05-19T00:38:06.153361
https://gov.bugcrowd.net,,N/A,N/A,No vulnerabilities found,,,2026-05-19T00:41:43.972245
https://identity.bugcrowd.com,,N/A,N/A,No vulnerabilities found,,,2026-05-19T00:41:48.308658
https://bullish.com,,CVE-2025-4123,CRITICAL,Path Traversal & Open Redirect,Open redirect to external domain: www.bullish.com | Open redirect to external domain: www.bullish.com | Open redirect via login redirect parameter,https://bullish.com//api/snapshots,2026-05-19T00:42:43.087626
https://investor.bullish.com,,CVE-2025-4123,CRITICAL,Path Traversal & Open Redirect,Open redirect via login redirect parameter,https://investor.bullish.com//api/snapshots,2026-05-19T00:45:40.576955
https://simnext.bullish-test.com,,N/A,N/A,No vulnerabilities found,,,2026-05-19T00:49:26.979052
